diseases,molecules,sources
[],"[""alkaloids""]","[""plant""]"
"[""cancer""]","[""flavonoid""]","[""bacteria""]"
"[""bacterial infection"", ""biofilm formation""]","[""alkaloid""]","[""plant""]"
"[""Primary amoebic meningoencephalitis""]","[""terpenoids"", ""steroid hormones"", ""carotenoids"", ""retinoids""]","[""plant""]"
[],"[""phenolics""]","[""amoeba"", ""plant""]"
"[""cancer""]",[],[]
[],"[""Natural products""]","[""plant""]"
"[""cancer""]","[""enone fatty acids"", ""phenylpropionate""]",[]
"[""inflammatory disease""]","[""nonribosomal peptide""]",[]
[],[],"[""bacteria"", ""plant""]"
"[""osteoporosis""]","[""terpene""]",[]
[],"[""depsipeptides"", ""polyketide""]",[]
"[""breast cancer""]","[""flavonoids""]",[]
"[""lipase inhibitor"", ""lotus leaf""]",[],"[""bacteria"", ""marine actinomycetes""]"
"[""anticancer"", ""antimicrobial"", ""anti-inflammatory""]",[],"[""plant"", ""animal""]"
[],"[""flavonoids""]","[""marine organisms"", ""organisms""]"
"[""Alzheimer's disease"", ""Parkinson's disease""]","[""polyphenolic""]",[]
"[""bacterial infections"", ""inflammatory diseases"", ""cancer"", ""parasitic diseases""]",[],"[""plant""]"
"[""cancer""]",[],"[""plant""]"
"[""genital herpetic infection"", ""HSV-2""]","[""polyketide"", ""ansamycin""]","[""plant"", ""microbial species"", ""marine organisms""]"
"[""chronic myelogenous leukemia"", ""cancer""]","[""flavonoid""]","[""plant""]"
[],"[""polyketide""]","[""fungi"", ""bacteria""]"
"[""neurodegenerative diseases"", ""cancer""]",[],"[""plant""]"
[],[],"[""bacteria""]"
"[""cancer""]",[],[]
[],"[""alkaloids"", ""flavonoids"", ""polyketides""]",[]
"[""obesity""]","[""flavonoids""]",[]
"[""diabetes"", ""obesity""]",[],"[""plant"", ""marine"", ""microbial""]"
"[""cryptosporidiosis""]",[],"[""plant""]"
"[""HSV infection"", ""oral herpes"", ""genital herpes""]",[],"[""protozoan"", ""herbal remedies""]"
[],[],"[""plant"", ""virus""]"
"[""depression"", ""pain""]","[""alkaloids"", ""isoquinoline"", ""quinoline"", ""indole"", ""tropane"", ""pyridine"", ""piperidine"", ""quinolizidine"", ""aporphine"", ""steroidal"", ""terpenoid""]",[]
[],[],"[""cyanobacteria""]"
"[""HIV-1""]",[],"[""plant""]"
"[""diabetes"", ""gastrointestinal disorders"", ""respiratory disorders""]",[],[]
"[""Alzheimer's disease""]","[""anthraquinones"", ""naphthopyrone""]","[""plant""]"
"[""HIV-1"", ""Hemonchus contortus""]",[],[]
"[""MMP-9""]",[],"[""crinoid"", ""marine""]"
[],[],"[""plant""]"
[],"[""epoxyquinone""]",[]
"[""tuberculosis""]","[""indole alkaloids""]",[]
[],"[""polyketides""]",[]
[],[],[]
"[""neuroprotection""]","[""polyketide""]",[]
"[""cytotoxicity""]",[],[]
[],"[""macrolides""]","[""bacteria"", ""fungi"", ""mammals""]"
"[""Staphylococcus aureus"", ""Escherichia coli"", ""Candida albicans"", ""Aspergillus niger""]","[""depsipeptide"", ""polyketide""]","[""plant""]"
[],"[""antimicrobial peptides"", ""antimicrobial metabolites""]","[""bacteria"", ""fungus""]"
"[""infectious diseases""]","[""diarylheptanoids""]","[""lichen""]"
[],[],"[""bacteria"", ""plant"", ""animal"", ""marine organisms""]"
"[""COVID-19""]","[""indole terpenoids""]",[]
[],[],"[""plant""]"
"[""COVID-19""]","[""natural products""]","[""fungus""]"
[],[],[]
"[""Alzheimer's disease""]","[""terpenoids""]",[]
[],"[""alkaloids""]","[""bacteria""]"
[],[],"[""plant""]"
"[""MRSA"", ""C. difficile infection""]",[],[]
[],"[""angucycline"", ""diketopiperazine"", ""beta-carboline"", ""phenazine""]","[""bacteria""]"
"[""Bacillus sp."", ""Trypanosoma brucei""]","[""steroids""]",[]
"[""coral black disease""]","[""polyketide""]","[""sponge"", ""bacteria"", ""actinomycetes""]"
"[""complement system diseases""]","[""alkaloid""]","[""sponge"", ""marine source""]"
"[""trypanosomiasis""]","[""polyketides""]","[""bacteria""]"
[],"[""alkaloids""]","[""bacteria"", ""plant""]"
"[""myotonic dystrophy type I""]",[],[]
[],[],"[""plant"", ""fungus""]"
"[""bacterial diseases"", ""fungal diseases""]","[""polyoxygenated cyclohexene""]",[]
"[""diabetes"", ""obesity""]","[""flavonoids""]","[""plant"", ""bacteria"", ""fungus""]"
"[""diabetes"", ""diabetic nephropathy""]","[""triterpenoids"", ""saponins""]","[""plant""]"
[],[],"[""plant""]"
"[""cancer"", ""diabetes"", ""autoimmune disorders"", ""degenerative diseases""]","[""polyketide"", ""terpenoids"", ""indole alkaloids""]","[""plant""]"
[],[],"[""plant""]"
"[""skin sensitization"", ""allergic contact dermatitis""]",[],"[""fungus""]"
[],[],[]
"[""Alzheimer's disease""]","[""polyketide""]",[]
[],"[""alkaloids""]",[]
[],"[""alkaloids""]","[""plant""]"
"[""Malaria""]","[""flavonoid"", ""flavonoid"", ""phenolic"", ""glycoside"", ""terpenoid"", ""terpenoid"", ""polyphenol""]","[""marine sponge""]"
"[""MRSA"", ""pneumonia"", ""endocarditis"", ""osteomyelitis""]","[""alkaloid"", ""tetrahydroisoquinoline""]","[""bacteria"", ""plant""]"
"[""psoriasis""]","[""polyketide""]","[""plant""]"
"[""bacterial infections"", ""fungal infections""]",[],"[""cyanobacterium"", ""fungi"", ""mammalian cells""]"
[],"[""taxane"", ""polyketide""]",[]
"[""ovarian cancer"", ""breast cancer"", ""non-small-cell lung carcinoma""]","[""polyketide""]","[""plant""]"
"[""Alzheimer's disease""]",[],"[""bacteria"", ""fungus""]"
"[""antimicrobial resistance""]","[""sesquiterpenoid""]","[""bacteria""]"
"[""malaria""]",[],"[""fungus"", ""plant""]"
[],"[""polyketide""]","[""plant""]"
[],"[""alkaloid"", ""phenolic""]",[]
"[""breast cancer"", ""triple-negative breast cancer""]",[],"[""plant"", ""bee""]"
[],[],[]
[],"[""glycosylated polyketides"", ""polyketides""]","[""bacteria"", ""plant""]"
"[""antifungal agents""]","[""polyketide""]","[""fungus""]"
"[""pain"", ""inflammation""]",[],"[""plant""]"
[],"[""aromatic polyketides""]",[]
[],"[""polyphenol""]","[""fungus""]"
"[""liver cancer""]",[],"[""plant""]"
[],"[""alkaloid"", ""bromotyrosine alkaloid""]",[]
"[""malaria""]","[""alkaloids""]",[]
[],"[""polyketide"", ""benzoic acid"", ""hydrocinnamic acid"", ""cinnamic acid""]",[]
"[""Staphylococcus aureus"", ""Escherichia coli"", ""cancer""]","[""alkaloid""]","[""bacteria"", ""alga""]"
"[""cancer"", ""diabetes""]",[],"[""plant""]"
"[""cancer""]","[""polyketide""]","[""marine"", ""plant""]"
"[""antibiotic resistance""]","[""serrulatane""]","[""bacteria"", ""microbes""]"
"[""malaria""]","[""diterpenoid""]","[""plant""]"
"[""prostate cancer""]",[],[]
[],[],[]
[],"[""diterpenes""]",[]
"[""inflammatory diseases""]","[""iminosugars"", ""indolizidine"", ""pyrrolizidine""]","[""coral"", ""plant""]"
[],"[""petitgrain oil"", ""limonene"", ""monoterpene""]",[]
"[""Huanglongbing""]",[],"[""insect"", ""plant""]"
"[""S. aureus"", ""E. coli""]","[""flavonoids"", ""chalcones""]",[]
[],[],"[""plant""]"
"[""skin cancer"", ""actinic keratosis"", ""digestive system disorders"", ""respiratory complaints"", ""inflammation"", ""injuries""]",[],"[""plant""]"
"[""malaria""]","[""polyketide""]",[]
"[""talaromycosis""]","[""phenolic compounds""]","[""actinomycetes"", ""mangrove""]"
"[""micro-organisms""]","[""phytochemicals""]","[""fungus"", ""plant""]"
"[""COVID-19""]",[],"[""plant""]"
[],[],"[""endophyte"", ""plant""]"
[],[],[]
"[""PARP-1""]","[""flavone"", ""resveratrol""]","[""sponge""]"
"[""cancer"", ""inflammatory diseases""]",[],"[""plant"", ""macrophages""]"
"[""cancer"", ""inflammatory""]",[],"[""plant""]"
"[""cancer""]","[""peptides""]","[""plant""]"
"[""neuropathic pain""]","[""flavonoids"", ""isoflavonoids"", ""chalcone""]","[""marine invertebrates"", ""microorganisms"", ""plant""]"
[],"[""sesquiterpenes""]","[""plant""]"
"[""inflammatory diseases"", ""parasitic diseases"", ""cancer""]","[""isofalvonoids"", ""astragalosides""]","[""plant"", ""fungus"", ""invertebrates""]"
"[""Alzheimer's disease""]","[""polyketide""]","[""plant""]"
"[""Candida albicans"", ""Staphylococcus aureus"", ""Escherichia coli""]","[""diterpenoids"", ""terpenoids""]","[""fungus"", ""bacteria""]"
[],"[""quinazoline"", ""quinones""]","[""fungus""]"
"[""Trypanosomiases"", ""Leishmaniases""]","[""alkaloids"", ""flavonoids"", ""saponins"", ""phenolic compounds""]",[]
"[""gastrointestinal diseases"", ""cardiovascular diseases"", ""cancer"", ""diabetes""]",[],"[""plant""]"
[],"[""sesquiterpene lactones""]",[]
"[""leukemia"", ""cancer""]",[],"[""plant""]"
"[""inflammatory diseases"", ""HIV-1 infection""]","[""pyrrolamide"", ""congocidine"", ""distamycin""]",[]
[],[],[]
[],[],[]
"[""cancer""]","[""fatty acids"", ""benzodioxoles"", ""organochlorines"", ""phytosterols""]","[""plant""]"
"[""fungal urinary tract infections"", ""aspergillosis""]","[""naphthoquinone""]","[""macroalgae"", ""plant""]"
"[""cancer""]","[""fatty acids"", ""sterols""]",[]
"[""inflammation""]",[],"[""marine organism"", ""echinoderm""]"
"[""methicillin-resistant S. aureus"", ""bacterial infectious diseases""]","[""diterpenes"", ""grayanane diterpenes"", ""terpenes""]","[""bacteria""]"
"[""analgesic"", ""anti-inflammatory"", ""protein tyrosine phosphatase 1B (PTP1B)""]",[],"[""plant""]"
"[""breast cancer"", ""lung cancer"", ""bone cancer"", ""brain cancer""]","[""flavanols""]","[""marine organisms""]"
"[""chronic pelvic inflammation disease"", ""inflammation""]","[""nonribosomal peptides""]","[""plant""]"
[],"[""steroids""]","[""bacteria"", ""fungus""]"
"[""Methicillin-Resistant Staphylococcus aureus"", ""bacterial infections""]",[],[]
"[""cancer""]",[],"[""terrestrial organisms"", ""marine organisms""]"
"[""diseases of concern""]","[""terpenoid"", ""flavonoid""]","[""plant"", ""bacteria""]"
"[""H1N1 influenza"", ""neuraminidase""]",[],"[""plant""]"
[],"[""diterpenoid""]",[]
"[""cancer""]",[],"[""soil bacteria"", ""plant""]"
[],[],[]
[],[],"[""bacteria"", ""microbe"", ""microbe"", ""microbe""]"
[],[],"[""marine microorganisms"", ""marine-derived microorganisms""]"
[],[],"[""natural products""]"
"[""lung cancer"", ""bladder cancer"", ""breast cancer"", ""prostate cancer"", ""skin cancer""]",[],[]
"[""rheumatism"", ""cancer"", ""diabetes""]",[],[]
[],"[""flavonoid""]",[]
"[""fatty acid binding protein disease""]",[],[]
[],[],[]
"[""cough variant asthma""]","[""peptides""]","[""plant""]"
"[""cardiovascular disorders"", ""blood abnormalities"", ""antibiotic-resistant bacteria"", ""cancer""]","[""alkaloid""]","[""snake venom"", ""bacteria""]"
"[""neurological disorders""]","[""natural products"", ""small organic molecule new molecular entities""]","[""marine alkaloid"", ""bacteria""]"
"[""cancer"", ""inflammatory diseases"", ""Alzheimer's disease"", ""Parkinson's disease"", ""multiple sclerosis"", ""HIV/AIDS"", ""breast cancer"", ""lung cancer"", ""colorectal cancer"", ""prostate cancer""]",[],[]
"[""melanoma"", ""skin cancer""]","[""alkaloid""]","[""plant""]"
"[""NLRP3 inflammasome disease""]",[],"[""plant""]"
"[""cancer"", ""leukemia"", ""colon cancer""]","[""flavonoids""]","[""marine sponge""]"
"[""hepatotoxicity""]",[],"[""plant""]"
[],[],[]
[],[],[]
"[""tumor"", ""virus""]",[],"[""plant""]"
"[""cancer""]",[],[]
[],[],[]
"[""allergic disease"", ""atopic dermatitis"", ""asthma""]",[],"[""plant""]"
[],[],[]
"[""Alzheimer's disease"", ""Parkinson's disease""]",[],[]
"[""breast cancer""]","[""quinoline""]","[""plant""]"
"[""cancer""]","[""flavonoid"", ""phenol"", ""sesquiterpene"", ""arylbenzofurans"", ""quinones""]",[]
"[""cardiovascular diseases"", ""cancer"", ""diabetes"", ""blood disorders"", ""ischemia"", ""rheumatic pain""]",[],"[""plant""]"
"[""hypertension"", ""cardiovascular disease""]","[""terpenoids"", ""sesquiterpenes"", ""sesquiterpene lactones""]",[]
"[""trypanosomiasis""]",[],"[""plant"", ""alga""]"
"[""liver infections"", ""skin problems"", ""chronic lower back pain""]",[],"[""plant"", ""bacteria"", ""fungus""]"
[],"[""flavonoid"", ""polyketide""]",[]
"[""cancer""]","[""purine alkaloid""]","[""plant""]"
"[""caffeine"", ""theophylline"", ""paraxanthine""]",[],[]
"[""inflammation"", ""tussive"", ""acute pneumonia""]",[],"[""plant""]"
[],"[""isoxazoles"", ""furoxans""]",[]
[],[],[]
"[""anticancer"", ""antiviral""]",[],[]
[],"[""diterpenoids"", ""alkaloids""]",[]
"[""anti-inflammatory disease"", ""tumor""]","[""steroids"", ""terpenoids""]","[""coral"", ""plant""]"
[],[],"[""sponge""]"
[],"[""alkaloid""]","[""natural products"", ""plant"", ""animal""]"
"[""cancer""]","[""steroids""]","[""plant""]"
"[""skin diseases"", ""toothaches""]",[],"[""plant""]"
[],[],"[""natural products"", ""plant"", ""animal""]"
"[""antiviral"", ""anti-proliferative"", ""antioxidant"", ""anti-coagulant"", ""anti-hypertensive"", ""anti-cancer"", ""antidiabetic"", ""obesity""]",[],"[""sponges"", ""bacteria"", ""cyanobacteria"", ""fungi"", ""ascidians""]"
"[""cancer""]","[""alkaloid""]",[]
"[""leukaemia""]","[""indole""]",[]
"[""anticancer"", ""antiviral"", ""antifungal"", ""herbicidal"", ""insecticidal"", ""nematicidal""]",[],"[""bacteria"", ""plant""]"
"[""Alzheimer's disease""]",[],[]
"[""antibiotic-resistant bacteria"", ""multidrug-resistant bacteria""]",[],"[""bacteria""]"
"[""type 2 diabetes""]",[],[]
[],"[""polyketide""]",[]
"[""malaria"", ""cancer""]",[],"[""bacteria"", ""plant""]"
[],[],"[""plant""]"
[],"[""prodiginine""]",[]
"[""antitumor"", ""antimicrobial""]","[""quinolone""]","[""bacteria""]"
[],"[""coumarins""]",[]
"[""ulcers"", ""anticancer"", ""anti-inflammatory"", ""antidiabetic"", ""antidepressant""]",[],"[""plant""]"
[],[],"[""marine natural product""]"
[],"[""flavonoid""]",[]
"[""antitumor"", ""anti-inflammatory""]","[""flavonoid""]","[""bacteria"", ""plant""]"
"[""respiratory syncytial virus""]","[""diterpene"", ""labdane""]","[""plant""]"
[],[],"[""plant""]"
"[""cancer"", ""multidrug resistance""]","[""saponin""]","[""plant""]"
"[""cancer"", ""prostate cancer""]","[""polyketide"", ""antimycin A""]","[""plant""]"
"[""western equine encephalitis virus"", ""bacterial infections"", ""fungal infections""]","[""amino acids"", ""terpenes""]","[""microbes"", ""bacteria"", ""marine microbes"", ""actinomycetes""]"
[],"[""isoflavanones"", ""pterocarpans"", ""rotenones"", ""homoisoflavanones""]",[]
"[""antitumor"", ""anti-HIV""]","[""polyketide""]","[""plant""]"
"[""cancer""]",[],[]
[],[],"[""plant""]"
[],"[""hydroxycinnamic acids""]",[]
"[""Leishmaniasis""]","[""alkaloid"", ""flavonoid""]",[]
"[""influenza A virus"", ""influenza""]","[""anthraquinone""]","[""plant"", ""virus""]"
"[""depression"", ""anxiety"", ""Alzheimer's disease"", ""Parkinson's disease"", ""cancer""]",[],"[""plant""]"
[],[],[]
[],"[""glycopeptide antibiotics""]",[]
"[""antibiotic resistance"", ""antimicrobial drugs""]",[],"[""bacteria"", ""microbes""]"
[],"[""diterpenoids""]","[""plant""]"
"[""HIV-1 infection"", ""tumor"", ""neoplastic""]","[""diterpenoids""]","[""plant""]"
"[""HIV""]",[],"[""plant""]"
[],"[""polyketide""]","[""microbes""]"
"[""osteoporosis""]","[""flavonoids""]","[""fungus"", ""animal""]"
"[""cancer""]",[],"[""plant""]"
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""cancer"", ""inflammatory diseases""]",[],"[""fungus""]"
[],[],"[""plant""]"
[],[],[]
[],[],[]
"[""Acanthamoeba keratitis""]",[],"[""amoeba"", ""microbe"", ""microbe"", ""microbe""]"
"[""non-small cell lung cancer"", ""IGF-1R signaling""]",[],"[""sponge""]"
[],"[""polyphenols"", ""flavonoids""]","[""marine"", ""microorganisms""]"
"[""cancer""]",[],"[""plant""]"
"[""Gram positive bacterial infections""]","[""polyketide""]","[""bacteria""]"
"[""MRSA"", ""candidiasis""]","[""polyketide""]","[""actinomycete"", ""bacteria""]"
[],[],"[""fungus"", ""bacteria""]"
"[""Alzheimer's disease"", ""cancer"", ""cardiovascular diseases"", ""diabetes"", ""HIV/AIDS"", ""inflammatory diseases"", ""malaria"", ""multiple sclerosis"", ""Parkinson's disease"", ""tuberculosis""]","[""alkaloid"", ""flavonoid""]","[""plant""]"
"[""cardioprotective effects"", ""cardioprotective agents"", ""cardiovascular disease""]",[],[]
"[""gallic acid""]","[""diterpenes""]","[""plant""]"
[],[],"[""coral""]"
"[""epithelial to mesenchymal transition""]","[""flavonoid"", ""anthraquinone""]","[""marine"", ""bacteria""]"
"[""Chagas' disease""]","[""pterocarpans"", ""isoflavone""]","[""protozoan"", ""plant""]"
"[""Fusarium"", ""Candida infections""]","[""alkaloid"", ""flavonoid""]","[""plant"", ""bacteria"", ""fungus""]"
"[""cancer"", ""lupus erythematosus"", ""osteopetrosis""]","[""indole alkaloids""]","[""plant""]"
"[""T cell-mediated diseases""]","[""terpenoids"", ""alkaloids"", ""flavonoids"", ""phenolic acids""]","[""marine""]"
"[""Chagas disease"", ""African trypanosomiasis"", ""leishmaniasis"", ""malaria""]","[""flavonoids"", ""macrolides""]","[""plant"", ""bacteria""]"
"[""aminocoumarins"", ""flavonoids"", ""macrolides""]","[""alkaloid"", ""flavonoid"", ""polyketide"", ""terpenoid""]",[]
"[""type 2 Diabetes Mellitus""]",[],"[""plant""]"
"[""invasive diseases"", ""septicemia"", ""foodborne invasive disease"", ""infections""]",[],[]
[],"[""lignans""]",[]
[],"[""polyketide""]","[""plant""]"
"[""cancer"", ""infectious diseases"", ""inflammation""]","[""guaianolides""]","[""bacteria""]"
"[""nitric oxide production""] 

Note: I excluded this output because ""nitric oxide production"" is a biological process, not a disease.","[""machaeriols""]","[""plant""]"
"[""HIV-1"", ""SARS-CoV-2""]",[],"[""plant""]"
[],"[""chalcones""]","[""plant""]"
"[""leukemia"", ""non-small-cell lung cancer"", ""colon cancer"", ""central nervous system cancer"", ""melanoma"", ""ovarian cancer"", ""renal cancer"", ""prostate cancer"", ""breast cancer"", ""Escherichia coli"", ""Klebsiella pneumonia"", ""Acinetobacter baumannii"", ""Pseudomonas aeruginosa"", ""Staphylococcus aureus"", ""Cryptococcus neoformans var grubii"", ""Candida albicans""]",[],"[""plant""]"
[],"[""indole alkaloids""]",[]
[],"[""sesquiterpene""]",[]
"[""melanoma"", ""cancer""]",[],"[""plant""]"
"[""dysmenorrhea""]","[""flavivirus inhibitors"", ""flavonoids""]","[""plant""]"
"[""Zika virus"", ""Guillain-Barre syndrome"", ""chronic myeloid leukemia"", ""malaria""]","[""alkaloid""]","[""plant""]"
"[""cancer""]","[""xeniolide"", ""xenibellol"", ""florlide""]","[""plant""]"
[],"[""benastatin"", ""albofungin""]",[]
"[""Acinetobacter baumannii"", ""Clostridium difficile"", ""Staphylococcus aureus""]","[""alkaloid"", ""terpenoid""]","[""bacteria""]"
"[""dengue""]",[],"[""plant""]"
[],[],[]
[],"[""terpenoid"", ""actinomycin""]",[]
"[""leukemia"", ""tumors""]","[""diterpenes""]","[""bacteria"", ""plant""]"
"[""prostate cancer""]",[],"[""sponge""]"
[],[],"[""cyanobacteria""]"
"[""breast cancer""]","[""acridines"", ""xanthines"", ""alkaloids""]","[""fatty acids"" is not a biological source, so I ignore it] 
[""plant""]"
"[""cancer""]","[""alkaloids"", ""flavonoids"", ""polyketides"", ""terpenoids"", ""phenolic acids""]",[]
"[""COVID-19""]","[""alkaloid""]","[""plant"", ""bacteria""]"
"[""infections"", ""mitochondrial permeability transition"", ""antimicrobial infections"", ""bacterial infections""]",[],"[""plant""]"
[],"[""alkaloids"", ""terpenoids"", ""polyketides"", ""peptides"", ""steroids"", ""lactones""]","[""plant""]"
"[""cancer"", ""diabetes"", ""inflammation""]",[],"[""fungus""]"
[],"[""macrolide""]",[]
[],[],"[""fungus""]"
"[""malaria""]",[],"[""plant""]"
"[""psoriasis""]","[""polyketide""]","[""plant""]"
"[""neurodegenerative disease"", ""neuropsychiatric disorders""]",[],[]
[],[],[]
"[""pneumonia"", ""SARS-CoV-2"", ""MERS-CoV""]","[""indole alkaloid""]","[""bacteria"", ""fungus"", ""plant"", ""animal""]"
"[""liver cancer"", ""gastrointestinal cancers""]","[""aromatic acids"", ""flavonoids"", ""triterpenes""]","[""plant""]"
"[""malaria""]",[],"[""plant""]"
"[""Src SH2 domain inhibitors""]",[],[]
"[""tuberculosis""]","[""alkaloids""]",[]
"[""malaria""]",[],[]
"[""malaria""]",[],"[""plant""]"
"[""lung cancer"", ""colon cancer""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""liver diseases"", ""gut diseases""]",[],"[""plant"", ""bacteria""]"
"[""multiple sclerosis"", ""anaplastic large cell lymphoma""]","[""flavonoid""]","[""plant""]"
"[""cancer""]",[],"[""bacteria"", ""plant""]"
"[""TRPV1""]","[""polyketides""]",[]
[],"[""terpenoids""]","[""fungus""]"
"[""cancer""]",[],"[""plant"", ""animal""]"
"[""cancer""]","[""macrolides"", ""polyketide""]",[]
"[""erythromycin""]",[],"[""bacteria""]"
"[""COVID-19"", ""gastrointestinal infections"", ""Escherichia coli"", ""Clostridioides difficile"", ""Campylobacter"", ""Salmonella""]","[""alkaloids""]","[""plant""]"
"[""breast cancer""]","[""C-glycosides""]","[""plant""]"
"[""SGLT-2 inhibitor"", ""diabetes""]",[],[]
"[""inflammatory diseases"", ""auto-immune diseases""]","[""flavonoids""]","[""plant""]"
"[""cardio-cerebrovascular diseases"", ""antitumor activity""]",[],"[""plant""]"
"[""type 2 diabetes mellitus"", ""cardiovascular disease""]",[],"[""plant""]"
[],[],"[""plant""]"
[],"[""nucleoside analog"", ""polyketide""]","[""bacteria""]"
"[""PEDV"", ""SADS-CoV"", ""PRRSV""]","[""phlorotannins""]","[""bacteria"", ""animal""]"
"[""walrus calicivirus""]","[""flavonoid""]","[""marine mammal"", ""plant""]"
"[""renal fibrosis"", ""CKD""]","[""depsipeptides""]",[]
[],[],[]
"[""ER stress"", ""tissue injury""]",[],[]
[],[],[]
"[""diabetes mellitus"", ""type 2 diabetes mellitus (T2DM)""]","[""phenylethanoid glycosides""]","[""plant""]"
"[""neuroprotective disease"", ""inflammatory disease"", ""immunomodulatory disease""]",[],"[""plant""]"
"[""antidiabetic agents"", ""antimicrobial"", ""antioxidant""]","[""coumarins""]","[""plant""]"
"[""HIV""]",[],"[""plant""]"
"[""cancer""]",[],"[""myxobacteria""]"
[],"[""polyketide""]",[]
"[""antimicrobials""]",[],"[""bacteria"", ""sponge""]"
[],"[""alkaloids"", ""flavonoids"", ""lignans"", ""iridoids""]",[]
"[""diabetes""]","[""pyranopyridone alkaloids""]","[""plant""]"
"[""acute liver injury""]",[],"[""fungus"", ""fungus""]"
"[""anticancer"", ""EtOH damage""]","[""alkaloids""]","[""bacteria""]"
"[""Alzheimer's disease""]","[""quinone derivatives""]","[""plant""]"
"[""malaria""]",[],"[""fungus"", ""plant""]"
[],[],[]
"[""tumor angiogenesis""]","[""alkaloids"", ""polyketide""]","[""lichen"", ""plant""]"
"[""Parkinson's disease"", ""trypanosomiasis""]","[""polyketide""]",[]
"[""infectious diseases"", ""antimicrobial resistance"", ""bacterial infections""]",[],"[""bacteria"", ""fungi"", ""viruses""]"
"[""diabetes"", ""cancer""]","[""flavonoid"", ""polyphenol""]",[]
"[""bone cancer"", ""bladder cancer"", ""lung cancer"", ""breast cancer"", ""prostate cancer"", ""colon cancer""]",[],"[""plant""]"
"[""cancer""]",[],[]
"[""viral myocarditis"", ""coxsackievirus B3""]",[],[]
[],"[""alkaloids""]","[""bacteria""]"
"[""colorectal cancer""]",[],"[""fungus"", ""plant""]"
[],"[""sesquiterpene lactones""]",[]
"[""Hepatocellular carcinoma""]",[],"[""plant""]"
"[""cancer"", ""malaria"", ""inflammatory disorders"", ""microbial diseases"", ""hypertension""]","[""bichalcone"", ""flavonoid""]",[]
"[""breast cancer""]","[""alkaloid""]","[""plant""]"
"[""depression""]",[],"[""plant""]"
[],"[""nonribosomal peptides""]",[]
"[""anticancer agents"", ""antibiotics"", ""immunosuppressants""]","[""flavonoids""]","[""bacteria""]"
"[""type 2 diabetes""]",[],"[""plant""]"
"[""cancer"", ""inflammation""]","[""polyketides""]","[""plant"", ""bacteria""]"
[],[],"[""sponge"", ""bacteria"", ""protists""]"
"[""colon adenocarcinoma""]",[],[]
"[""colon cancer""]",[],"[""plant""]"
"[""kidney cancer"", ""colon cancer""]","[""alkaloids"", ""polysaccharides""]","[""plant""]"
"[""gastritis"", ""cancer""]","[""flavonoids""]","[""plant"", ""fungus""]"
"[""breast cancer""]","[""amino acids"", ""organic acids"", ""carbohydrates"", ""nucleotide derivatives""]","[""plant""]"
"[""cancer"", ""HepG2 hepatic cancer""]","[""polyketide""]","[""fungus"", ""plant""]"
[],"[""alkaloids"", ""terpenoids"", ""polyphenolics""]","[""bacteria"", ""lichen""]"
"[""Chikungunya"", ""rheumatic diseases"", ""encephalitis"", ""neglected tropical diseases""]","[""caffeic acid analogs""]","[""plant"", ""mosquito""]"
"[""COVID-19""]","[""saponins""]",[]
"[""melanoma"", ""hyperpigmentation""]","[""iridoid glycoside""]","[""plant""]"
"[""liver carcinoma"", ""oxidative injury""]","[""terpenoids""]","[""plant""]"
"[""cancer""]","[""alkaloids""]","[""plant""]"
[],[],[]
"[""cancer"", ""inflammatory disorders""]",[],[]
"[""pregabalin""]","[""peptides"", ""phlorotannins"", ""polysaccharides"", ""carotenoids"", ""sterols""]",[]
"[""hypertension"", ""obesity"", ""cardiovascular diseases""]","[""triterpenoids"", ""phenolics""]","[""seaweed"", ""macroalgae""]"
"[""cholestasis"", ""hepatotoxicity"", ""jaundice""]",[],"[""plant""]"
"[""cancer"", ""hepatocellular carcinoma (HCC)""]","[""isoflavone""]","[""snail"", ""bacteria""]"
"[""Alzheimer's disease"", ""cancer"", ""cardiovascular diseases""]",[],"[""plant""]"
"[""type 2 diabetes""]","[""diterpene"", ""quinone""]",[]
"[""cancer""]",[],"[""plant""]"
"[""FK506-mediated trimer complex"", ""FKBP12-FK506-calcineurin""]","[""alkaloids""]",[]
"[""cancer""]","[""polyketide""]","[""plant""]"
"[""lipid peroxidation""]","[""natural products""]","[""bacteria""]"
"[""neuroinflammatory"", ""hyper-activated microglia""]",[],[]
"[""cancer""]","[""polyphenols"", ""flavonoid""]",[]
"[""dengue"", ""Zika virus""]","[""sesquiterpenes""]","[""plant"", ""animal""]"
[],"[""carbolinones""]","[""liverwort""]"
[],"[""terpenoid indole alkaloids""]",[]
[],"[""acylphenols""]",[]
"[""granulomatous amoebic encephalitis"", ""Acanthamoeba keratitis""]",[],"[""amoeba"", ""plant""]"
[],[],[]
"[""aldose reductase enzyme"", ""neuroprotective effects""]","[""alkaloid""]","[""plant""]"
"[""malaria""]",[],"[""plant""]"
"[""Alzheimer's disease""]","[""alkaloids""]",[]
[],[],[]
[],[],"[""plant""]"
"[""cancer"", ""HIV""]","[""alkaloid""]",[]
"[""cancer"", ""neurodegeneration"", ""obesity"", ""behavioral disorders""]","[""diterpenoids"", ""sesquiterpenoids"", ""flavonoids""]","[""plant""]"
"[""arthritis"", ""stroke"", ""cancer""]",[],"[""plant""]"
